id,nombre,apellido,edad,Genero,promedio_estadistica,promedio_matematica,promedio_programacion,promedio_bigdata,promedio_ofimatica,faltas_estadistica,faltas_matematica,faltas_programacion,faltas_bigdata,faltas_ofimatica,estilo_aprendizaje,metodos_estudio,horas_diarias_estudio,participacion_clases,acceso_recursos_tecnologicos,acceso_internet,motivacion_carrera,objetivos_academicos,estres,satisfaccion_ensenanza,actitud_hacia_tecnologia
931,Carly,Everitt,30,Male,0.16,6.97,6.19,3.9,4.18,0.71,0.21,0.62,0.4,0.94,otro,técnica Pomodoro,4,true,false,false,false,true,true,true,false
932,Derrek,Schinetti,26,Male,4.12,5.99,4.67,5.6,4.3,0.4,0.39,0.73,0.18,0.77,Lectura/Escritura,autoevaluación y pruebas prácticas,5,true,false,true,false,true,false,true,false
933,Meryl,Gentry,28,Male,9.66,7.14,6.09,5.87,4.62,0.16,0.85,0.73,0.31,0.31,auditivo,grupos de estudio,5,true,true,true,false,true,true,true,true
934,Benoit,Lidgate,34,Male,4.51,6.87,6.01,0.13,5.01,0.77,0.16,0.35,0.54,0.01,Multimodal,mapas mentales,1,false,false,false,false,true,false,true,true
935,Tate,Houseman,35,Female,6.7,0.39,6.48,0.59,1.14,0.14,0.85,0.28,0.93,0.07,auditivo,flashcards,6,true,true,true,false,false,false,false,true
936,Germana,Connah,30,Female,2.97,6.27,1.36,6.0,6.39,0.32,0.91,0.68,0.45,0.33,kinestésico,flashcards,4,true,true,false,false,false,false,true,false
937,Rodolphe,Giovanardi,25,Male,9.95,4.53,1.85,4.87,4.08,0.07,0.22,0.64,0.83,0.79,otro,técnica Pomodoro,2,true,true,true,false,false,false,false,false
938,Sonja,Burnell,26,Female,2.77,7.25,4.26,0.6,4.66,0.69,0.41,0.88,0.82,0.03,visual,autoevaluación y pruebas prácticas,4,false,true,true,true,false,true,true,false
939,Farris,Satterlee,34,Male,2.73,4.16,4.36,3.52,7.78,0.96,0.11,0.69,0.54,0.39,Multimodal,grupos de estudio,6,false,false,false,false,false,true,false,true
940,Talbot,Ballay,37,Male,6.47,0.89,0.49,8.88,4.95,0.87,0.36,0.36,0.05,0.75,Multimodal,otro,5,true,true,true,false,false,false,true,true
941,Halette,Frantsev,24,Female,8.42,4.31,3.73,1.06,1.07,0.85,0.11,0.45,0.8,0.82,otro,autoevaluación y pruebas prácticas,3,false,true,true,true,true,true,true,true
942,Norbert,Duckworth,40,Male,7.65,3.05,5.05,9.97,8.61,0.87,0.01,0.04,0.12,0.83,visual,uso de tecnología,7,true,false,true,true,true,true,true,false
943,Livvy,Leamy,33,Female,7.18,8.5,9.91,2.11,7.83,0.55,0.88,0.83,0.59,0.52,visual,técnica Pomodoro,0,false,true,false,false,true,true,false,false
944,Teodor,Boorman,33,Male,5.58,8.9,4.18,9.36,1.24,0.49,0.72,0.55,0.54,0.57,Lectura/Escritura,lectura activa,0,true,false,true,false,true,false,false,false
945,Gale,Nestor,38,Female,5.51,6.96,5.18,1.12,9.69,0.0,0.83,0.32,0.92,0.62,kinestésico,Toma de apuntes,2,true,false,true,false,true,false,true,true
946,Bradly,de Pinna,20,Male,2.13,7.06,7.6,2.13,0.77,0.78,0.11,0.46,0.78,0.18,visual,otro,5,true,false,true,true,false,false,false,true
947,Seka,Sibbit,25,Female,5.26,9.75,2.78,8.98,3.58,0.87,0.3,0.6,0.58,0.01,kinestésico,flashcards,6,true,true,false,false,true,true,true,true
948,Laraine,Hrishanok,31,Female,1.17,9.11,1.84,0.11,3.26,0.59,0.67,0.28,0.4,0.79,otro,técnica Pomodoro,7,true,false,false,false,false,false,true,false
949,Michale,Haydney,22,Male,5.34,9.42,7.97,8.16,7.22,0.26,0.48,0.22,0.58,0.69,kinestésico,resúmenes,3,false,true,true,false,true,true,false,true
950,Xenos,Spurden,34,Male,1.1,0.19,2.62,5.18,8.77,0.56,0.66,0.36,0.32,0.37,Multimodal,resúmenes,6,true,false,false,true,true,false,false,false
951,Kerry,Florio,24,Female,1.47,1.67,5.63,9.78,6.65,0.02,0.93,0.99,0.11,0.4,visual,Toma de apuntes,2,true,true,false,true,false,false,true,true
952,Wilmar,Patchett,37,Male,4.84,1.62,2.97,6.87,3.36,0.09,0.25,0.89,0.1,0.81,otro,enseñanza a otros,1,false,false,false,true,true,true,false,false
953,Harriett,Phetteplace,23,Female,2.21,3.82,9.13,9.04,2.48,0.63,0.13,0.82,0.25,0.03,visual,grupos de estudio,1,false,false,false,false,false,false,false,false
954,Benetta,Wanjek,32,Female,9.53,9.36,9.3,0.78,4.35,0.39,0.02,0.32,0.71,0.86,otro,resúmenes,8,true,false,true,false,false,true,true,false
955,Malissia,Caldron,24,Female,7.83,4.23,0.25,9.19,2.46,0.42,0.86,0.16,0.38,0.71,kinestésico,uso de tecnología,1,true,true,false,true,true,true,false,false
956,Angeli,Leban,19,Male,5.27,3.52,5.6,1.2,2.87,0.41,0.99,0.58,0.51,0.47,visual,lectura activa,6,true,true,true,true,true,true,true,false
957,Goldina,Basnall,32,Female,7.27,1.76,3.13,5.13,1.4,0.44,0.36,0.78,0.32,0.74,auditivo,otro,3,false,false,true,false,false,false,true,true
958,Patsy,Cassam,40,Female,0.4,1.15,2.08,9.32,0.0,0.06,0.36,0.09,0.9,0.44,kinestésico,uso de tecnología,8,true,false,true,false,true,false,true,false
959,Lindie,Gooderridge,18,Female,0.04,5.52,7.95,9.07,3.36,0.25,0.57,0.67,0.89,0.29,auditivo,Toma de apuntes,0,true,false,false,false,false,false,true,false
960,Indira,Twydell,19,Female,1.06,7.35,4.52,1.22,1.8,0.36,0.72,0.22,0.55,0.29,Multimodal,resúmenes,1,true,false,true,false,false,false,false,false
961,Johnny,Boycott,23,Male,5.15,2.22,1.53,3.9,4.25,0.11,0.29,0.59,0.15,0.69,Multimodal,técnica Pomodoro,7,false,false,false,false,false,true,true,false
962,Amanda,Lodemann,26,Female,1.58,8.11,6.88,8.18,7.72,0.74,0.67,0.93,0.44,0.48,auditivo,grupos de estudio,2,false,false,false,false,true,true,true,true
963,Bab,Devil,30,Female,0.38,5.49,9.01,9.59,0.76,0.83,0.71,0.01,0.92,0.44,Lectura/Escritura,otro,7,true,true,false,false,false,false,true,true
964,Cahra,Greim,18,Female,1.75,7.8,2.91,7.23,6.98,0.19,0.87,0.84,0.2,0.02,Lectura/Escritura,resúmenes,4,false,true,true,true,true,false,true,false
965,Hatty,Hillen,25,Female,6.04,3.64,5.2,4.76,5.66,0.21,0.3,0.52,0.84,0.06,Lectura/Escritura,resúmenes,6,true,false,true,true,true,false,true,true
966,Demetri,Gerg,28,Male,1.31,8.16,7.73,7.9,4.25,0.4,0.1,0.11,0.31,0.98,visual,uso de tecnología,7,false,true,false,false,true,false,true,true
967,Nanine,Blasiak,29,Female,1.21,0.64,0.49,6.67,2.05,0.01,0.39,0.31,0.25,0.56,auditivo,uso de tecnología,7,true,true,true,false,true,true,true,false
968,Cathyleen,Gownge,39,Female,7.5,9.2,1.44,3.39,8.64,0.05,0.24,0.02,0.05,0.55,Multimodal,técnica Pomodoro,0,false,true,true,false,true,true,true,false
969,Frederich,Sudron,38,Male,1.69,1.88,3.86,6.43,8.16,0.67,0.39,0.52,0.47,0.67,Multimodal,resúmenes,1,true,true,false,true,false,false,false,false
970,Niles,Matijevic,35,Male,0.49,5.92,7.94,8.58,4.45,0.61,0.17,0.2,0.39,0.93,auditivo,resúmenes,6,true,false,true,true,false,false,false,false
971,Saunder,Shedd,39,Male,8.41,4.82,8.62,6.29,4.11,0.59,0.27,0.78,0.73,0.26,Multimodal,técnica Pomodoro,7,false,true,false,true,true,false,true,true
972,Webster,Lister,28,Male,3.28,6.37,7.9,5.97,0.26,0.21,0.64,0.6,0.72,0.43,visual,enseñanza a otros,7,false,false,true,true,false,false,true,false
973,Bryanty,Giroldi,34,Male,5.85,0.15,8.09,8.0,9.52,0.58,0.82,0.5,0.17,1.0,Multimodal,técnica Pomodoro,3,true,false,false,false,false,false,true,true
974,Brier,Aimeric,32,Female,2.7,0.44,7.31,2.67,2.46,0.5,0.84,0.38,0.78,0.23,Lectura/Escritura,mapas mentales,5,false,true,false,true,false,true,false,false
975,Pepito,Vockings,30,Male,0.2,4.46,6.29,1.16,6.15,0.2,0.52,0.59,0.84,0.5,visual,resúmenes,3,false,true,true,false,true,false,true,false
976,Jeri,Matschek,20,Female,7.99,3.37,3.34,2.55,5.39,0.58,0.79,0.46,0.3,0.04,visual,técnica Pomodoro,4,false,false,false,true,true,false,true,false
977,Ransell,Shere,28,Male,0.12,6.2,7.72,3.39,8.21,0.79,0.38,0.08,0.64,0.96,Lectura/Escritura,enseñanza a otros,0,true,true,true,true,false,true,false,true
978,Hercule,Timothy,32,Male,8.25,7.51,2.46,4.76,3.63,0.18,0.7,0.28,0.05,0.51,auditivo,grupos de estudio,7,false,true,false,false,true,true,false,true
979,Patrizio,Hankard,34,Male,4.23,2.93,8.36,7.31,5.97,0.79,0.85,0.73,0.27,0.52,visual,lectura activa,0,true,false,false,false,true,false,true,false
980,Joseph,McSparran,37,Male,6.65,8.82,0.35,8.88,1.2,0.06,0.06,0.35,0.79,0.11,visual,enseñanza a otros,3,false,false,false,true,false,false,true,false
981,Brooks,Mapp,25,Male,7.14,7.87,6.59,6.15,2.39,0.65,0.85,0.83,0.72,0.01,auditivo,Toma de apuntes,1,false,false,false,true,false,false,true,false
982,Shelby,Eley,30,Female,7.08,5.13,5.89,0.05,8.54,0.18,0.34,0.45,0.42,0.09,Multimodal,grupos de estudio,7,false,true,true,true,true,false,true,false
983,Cleveland,Rapelli,40,Male,3.36,4.04,3.29,2.8,8.34,0.78,0.47,0.79,0.41,0.68,visual,técnica Pomodoro,7,true,true,false,true,true,true,false,false
984,Grenville,Dregan,38,Male,1.61,0.67,7.14,8.64,7.72,0.13,0.25,0.27,0.53,0.19,otro,autoevaluación y pruebas prácticas,7,false,true,false,true,false,true,false,true
985,Laryssa,Dossit,31,Female,0.14,1.54,2.45,0.98,7.79,0.29,0.29,0.19,0.38,0.64,Lectura/Escritura,resúmenes,1,false,false,false,true,false,false,false,false
986,Corrinne,Groucock,26,Female,3.08,4.23,9.63,2.2,1.33,0.86,0.34,0.28,0.61,0.13,otro,técnica Pomodoro,5,false,false,true,true,false,true,false,true
987,Mackenzie,Satterly,35,Male,7.3,6.97,1.97,0.44,6.49,0.51,0.58,0.67,0.86,0.24,otro,técnica Pomodoro,3,false,true,false,true,false,false,true,true
988,Sherwood,Codling,23,Male,0.98,3.09,0.8,2.87,0.61,0.35,0.27,0.19,0.75,0.14,visual,flashcards,3,true,false,false,false,true,false,false,false
989,Lilia,Heggadon,26,Female,2.14,4.74,6.86,5.46,8.92,0.13,0.33,0.87,0.07,0.65,auditivo,técnica Pomodoro,2,true,false,true,false,false,true,true,false
990,Berrie,Schofield,38,Female,0.31,4.6,5.74,7.87,2.39,0.16,0.24,0.56,0.29,0.75,kinestésico,autoevaluación y pruebas prácticas,6,false,false,true,true,true,false,false,true
991,Ailsun,Bjorkan,36,Female,8.99,8.18,6.75,4.34,2.43,0.15,0.04,0.66,0.52,0.53,Lectura/Escritura,enseñanza a otros,1,true,false,false,false,true,false,true,true
992,Clementine,Dent,23,Female,1.96,2.06,1.8,7.69,2.05,0.28,0.96,0.34,0.12,0.04,visual,grupos de estudio,7,true,true,false,true,true,true,true,true
993,Case,McCloy,39,Male,2.73,3.08,5.71,8.79,6.54,0.34,0.77,0.74,0.93,0.55,kinestésico,grupos de estudio,6,false,true,true,true,true,false,true,false
994,Sela,Huggan,21,Female,0.58,6.74,6.33,9.76,6.18,0.22,0.6,0.32,0.85,0.88,Lectura/Escritura,grupos de estudio,4,true,true,false,true,false,false,true,false
995,Adham,Roycroft,30,Male,6.72,1.68,4.84,7.02,9.03,0.53,0.11,0.56,0.7,0.24,auditivo,Toma de apuntes,6,true,true,false,true,true,false,true,true
996,Federica,Mazillius,24,Female,7.64,9.17,2.34,7.34,9.83,0.16,0.7,0.95,0.43,0.22,Multimodal,otro,6,false,true,false,false,false,true,true,true
997,Robb,Batchelder,32,Male,9.95,3.63,1.36,4.81,0.57,0.57,0.85,0.83,0.99,0.32,visual,mapas mentales,7,false,false,true,true,false,false,false,true
998,Hestia,Rayner,26,Female,8.49,9.04,2.88,4.5,9.77,0.7,0.08,0.6,0.16,0.09,auditivo,flashcards,5,true,false,true,false,true,false,true,false
999,Roland,Huby,35,Male,6.17,4.97,6.25,1.65,0.95,0.89,0.04,0.98,0.53,0.2,kinestésico,enseñanza a otros,1,true,true,false,true,false,true,true,true
1000,Coreen,McCuaig,20,Female,7.57,8.65,2.28,4.29,3.92,0.92,0.51,0.76,0.7,0.86,Multimodal,mapas mentales,7,false,true,true,false,false,false,false,true
